Title,China Runtime,Converted,China Release Date,Budget,Genres,Original Language,Production Company,Global Release Date,Revenue,Global Runtime,Difference
Cinderfella,01:24:18,84,,3000000,Comedy ;Romance ;,en,Paramount Pictures ;Jerry Lewis Productions ;,12/18/60,7100000,91,-7
One Hundred and One Dalmatians,01:19:16,79,,4000000,Adventure ;Animation ;Comedy ;Family ;,en,Walt Disney Productions ;,01/25/61,215880014,79,0
On the Double,01:28:02,88,,0,Action ;Comedy ;Science ;Fiction ;War ;Foreign ;,en,Paramount Pictures ;Dena Productions ;,05/19/61,0,92,-4
The Ladies Man,01:31:45,91,,0,Comedy ;,en,Paramount Pictures ;,06/21/61,0,95,-4
Breakfast at Tiffany's,01:50:07,110,10/5/61,2500000,Comedy ;Drama ;Romance ;,en,Paramount Pictures ;Jurow ;Shepherd ;,10/05/61,9500000,110,0
Splendor in the Grass,02:03:55,123,,0,Drama ;Romance ;,en,Warner Bros ;Newton Productions ;NBI Productions ;,10/10/61,0,124,-1
Too Late Blues,01:36:30,96,,0,Drama ;,en,Paramount Pictures ;,11/07/61,0,100,-4
Summer and Smoke,01:53:34,113,,0,Drama ;Romance ;,en,Paramount Pictures ;Hal Wallis Productions ;,11/16/61,0,118,-5
Blue Hawaii,01:36:59,96,,0,Comedy ;Music ;Romance ;,en,Paramount Pictures ;Hal Wallis Productions ;,11/22/61,0,102,-6
The Errand Boy,01:28:43,88,,0,Comedy ;Family ;,en,Paramount Pictures ;Jerry Lewis Productions ;,11/28/61,0,92,-4
The Counterfeit Traitor,02:15:06,135,,0,War ;Thriller ;Drama ;,en,Paramount Pictures ;Perlsea Company ;,04/17/62,0,140,-5
My Geisha,01:54:46,114,,0,Comedy ;Romance ;,en,Paramount Pictures ;Sachiko ;,06/13/62,0,119,-5
Hatari!,02:31:03,151,,0,Action ;Adventure ;Comedy ;,en,Paramount Pictures ;Malabar ;,06/19/62,0,157,-6
Hell Is for Heroes,01:26:13,86,,0,Action ;Drama ;War ;,en,Paramount Pictures ;,06/26/62,0,90,-4
Mutiny on the Bounty,02:12:36,132,,19000000,Adventure ;Drama ;History ;,en,Metro ;Goldwyn ;Mayer  ;MGM ;Arcola Pictures ;,11/08/62,13680000,178,-46
It's Only Money,01:20:12,80,,0,Comedy ;Thriller ;,en,Paramount Pictures ;,11/21/62,0,83,-3
Fun in Acapulco,01:32:59,92,,0,Comedy ;Romance ;,en,Paramount Pictures ;,01/01/63,0,97,-5
The Birds,01:59:11,119,3/28/63,2500000,Horror ;,en,Alfred J ;Hitchcock Productions ;,03/28/63,11403529,119,0
The Nutty Professor,01:43:01,103,,0,Comedy ;Family ;Romance ;Science ;Fiction ;,en,Paramount Pictures ;Jerry Lewis Enterprises ;,06/04/63,0,107,-4
Come Blow Your Horn,01:47:11,107,,0,Drama ;Comedy ;Romance ;,en,Paramount Pictures ;Essex Productions ;,06/05/63,0,112,-5
A New Kind of Love,01:45:56,105,,0,Comedy ;Romance ;,en,Paramount Pictures ;,10/10/63,0,110,-5
McLintock!,02:02:05,122,,0,Western ;,en,United Artists ;Batjac Productions ;,11/13/63,0,127,-5
Who's Minding the Store?,01:26:11,86,,0,Comedy ;Romance ;,en,Paramount Pictures ;,11/28/63,0,90,-4
Lady in a Cage,01:30:46,90,,0,Drama ;Mystery ;Thriller ;,en,Paramount Pictures ;Luther Davis Productions ;AEC ;,01/01/64,0,94,-4
The Carpetbaggers,02:23:51,143,,0,Drama ;,en,Paramount Pictures ;Embassy Pictures ;,04/08/64,0,150,-7
Robinson Crusoe on Mars,01:45:12,105,,1200000,Drama ;Science ;Fiction ;,en,Paramount Pictures ;Aubrey Schenck Productions ;,06/01/64,0,110,-5
The Patsy,01:37:15,97,,0,Comedy;,en,Paramount Pictures ; Patti Enterprises,08/12/64,0,101,-4
Mary Poppins,02:13:22,133,8/27/64,6000000,Comedy ;Family ;Fantasy ;,en,Walt Disney Productions ;,08/27/64,102272727,139,-6
Father Goose,01:51:50,111,,0,Adventure ;Comedy ;Romance ;,en,Granox Productions ;,10/12/64,0,118,-7
Where Love Has Gone,01:49:27,109,,0,Romance ;,en,Paramount Pictures ;Embassy Pictures ;,11/02/64,0,111,-2
Roustabout,01:37:18,97,,0,Drama ;Music ;Romance ;,en,Paramount Pictures ;Hal Wallis Productions ;,11/11/64,3000000,101,-4
The Sound of Music,02:47:20,167,,8200000,Drama ;Family ;Music ;Romance ;,en,Twentieth Century Fox Film Corporation ;Robert Wise Productions ;Argyle Enterprises ;,03/02/65,286214286,174,-7
Crack in the World,01:31:55,91,,873000,Science ;Fiction ;,en,Paramount Pictures ;Security Pictures ;,04/15/65,0,96,-5
The Pawnbroker,01:54:39,114,,500000,Drama ;,en,Allied Artists ;American International Pictures  ;AIP ;Landau Company ;The Pawnbroker Co ;,04/20/65,0,116,-2
The Naked Prey,01:31:37,91,,0,Action ;Drama ;Thriller ;,en,Paramount Pictures ;Theodora Productions ;Sven Persson Films ;,06/01/65,0,96,-5
The Family Jewels,01:35:41,95,,0,Comedy ;,en,Paramount Pictures ;,07/01/65,0,99,-4
Doctor Zhivago,03:16:27,196,,11000000,Drama ;Romance ;War ;,en,Metro ;Goldwyn ;Mayer  ;MGM ;,12/22/65,111858363,197,-1
The Sons of Katie Elder,01:56:49,116,,0,Western ;,en,Paramount Pictures ;Hal Wallis Productions ;,12/26/65,0,122,-6
Johnny Reno,01:19:37,79,,0,Action ;Western ;,en,Paramount Pictures ;,03/09/66,0,83,-4
Nevada Smith,02:05:30,125,,0,Action ;Western ;,en,Paramount Pictures ;Solar Productions ;Embassy Pictures ;,06/10/66,0,128,-3
"Paradise, Hawaiian Style",01:27:13,87,,0,Music ;Comedy ;Romance ;,en,Paramount Pictures ;,06/15/66,0,91,-4
This Property Is Condemned,01:45:29,105,,0,Drama ;Romance ;,en,Paramount Pictures ;Seven Arts Productions ;,08/03/66,0,110,-5
The Fearless Vampire Killers,01:43:02,103,,2000000,Comedy ;Horror ;,en,Filmways Pictures ;Cadre Films ;Metro ;Goldwyn ;Mayer  ;MGM ;,02/01/67,0,108,-5
Hurry Sundown,02:16:12,136,,0,Drama ;,en,Paramount Pictures ;Otto Preminger Films ;,02/09/67,0,146,-10
Barefoot in the Park,01:41:42,101,,0,Comedy ;Romance ;,en,Paramount Pictures ;Hal Wallis Productions ;Nancy Enterprises Inc ;,05/25/67,0,106,-5
Bonnie and Clyde,01:49:15,109,,2500000,Crime ;Drama ;,en,Tatira ;Hiller Productions ;Warner Brothers ;Seven Arts ;,07/18/67,50700000,111,-2
Will Penny,01:45:13,105,,0,Romance ;Western ;,en,Paramount Pictures ;,12/19/67,0,110,-5
The President's Analyst,01:38:38,98,,0,Comedy ;Science ;Fiction ;,en,Paramount Pictures ;Panpiper Productions ;,12/21/67,0,103,-5
No Way to Treat a Lady,01:43:41,103,,0,Comedy ;Thriller ;,en,Paramount Pictures ;,03/20/68,0,108,-5
2001: A Space Odyssey,02:23:09,143,,10500000,Science ;Fiction ;Mystery ;Adventure ;,en,Stanley Kubrick Productions ;Metro ;Goldwyn ;Mayer  ;MGM ;,04/10/68,68700000,149,-6
Blue,01:48:27,108,,112,Romance ;Western ;,en,Paramount Pictures ;Kettledrum Films ;,05/09/68,0,113,-5
Targets,01:26:12,86,,0,Thriller ;,en,Paramount Pictures ;Saticoy Productions ;,05/15/68,0,90,-4
Villa Rides,01:56:57,116,,0,Action ;Western ;,en,Paramount Pictures ;,05/29/68,0,125,-9
Bullitt,01:52:32,112,,5500000,Action ;Crime ;Drama ;Thriller ;,en,Solar Productions ;Warner Brothers ;Seven Arts ;,10/17/68,42300873,113,-1
The Brotherhood,01:32:09,92,,0,Action ;Crime ;Drama ;Thriller ;,en,Paramount Pictures ;Brotherhood Company ;,12/01/68,0,96,-4
"Goodbye, Columbus",01:36:01,96,,0,Comedy ;Drama ;Romance ;,en,Paramount Pictures ;Willow Tree ;,01/01/69,0,102,-6
My Side of the Mountain,01:36:13,96,,0,Action ;Adventure ;Drama ;Family ;,en,Paramount Pictures ;,01/01/69,0,100,-4
Hello Down There,01:33:23,93,,0,Comedy ;,en,Paramount Pictures ;Ivan Tors Productions ;,01/01/69,0,88,5
The Sterile Cuckoo,01:47:16,107,,0,Comedy ;Drama ;,en,Paramount Pictures ;Boardwalk Productions ;,10/22/69,0,107,0
Patton,02:42:17,162,,12000000,Drama ;History ;War ;,en,Twentieth Century Fox Film Corporation ;,01/25/70,89800000,172,-10
Beneath the Planet of the Apes,01:30:45,90,5/1/70,3000000,Adventure ;Science ;Fiction ;Mystery ;,en,Twentieth Century Fox Film Corporation ;APJAC Productions ;,05/01/70,18999718,95,-5
The Andromeda Strain,02:09:48,129,,6500000,Science Fiction ;Thriller ;,en,Universal Pictures,03/12/71,12376563,131,-2
Escape from the Planet of the Apes,01:33:26,93,,2500000,Action ;Science ;Fiction ;,en,Twentieth Century Fox Film Corporation ;APJAC Productions ;,05/20/71,12348905,98,-5
Willy Wonka & the Chocolate Factory,01:39:41,99,,3000000,Family ;Fantasy ;,en,Paramount Pictures ;David L ;Wolper Productions ;,06/29/71,4000000,100,-1
Willard,01:40:19,100,,0,Horror ;Science ;Fiction ;,en,Bing Crosby Productions ;,07/30/71,0,95,5
The French Connection,01:39:24,99,,1800000,Action ;Crime ;Thriller ;,en,Twentieth Century Fox Film Corporation ;Antoni Productions ;Schine ;Moore Productions ;,10/09/71,41158757,104,-5
Harold and Maude,01:27:46,87,,1200000,Comedy ;Drama ;Romance ;,en,Paramount Pictures ;,12/20/71,0,91,-4
Dirty Harry,01:41:14,101,,4000000,Action ;Crime ;Thriller ;,en,Warner Bros ;Malpaso Company ;,12/21/71,35976000,102,-1
The Godfather,02:56:36,176,,6000000,Drama ;Crime ;,en,Paramount Pictures ;Alfran Productions ;,03/14/72,245066411,175,1
"Play It Again, Sam",01:22:06,82,,0,Comedy ;Drama ;Romance ;,en,Paramount Pictures ;,05/04/72,0,85,-3
Conquest of the Planet of the Apes,01:23:06,83,,1700000,Action ;Science ;Fiction ;,en,Twentieth Century Fox Film Corporation ;APJAC Productions ;,06/29/72,9700000,88,-5
Deliverance,01:45:35,105,,2000000,Drama ;Adventure ;Thriller ;,en,Warner Bros ;Elmer Enterprises ;,07/30/72,46122355,109,-4
Child's Play,01:35:54,95,,0,Thriller ;,en,Paramount Pictures ;,12/12/72,0,100,-5
Battle for the Planet of the Apes,01:22:53,82,,1700000,Action ;Science ;Fiction ;,en,Twentieth Century Fox Film Corporation ;Apjac International ;,06/15/73,8844595,93,-11
American Graffiti,01:52:23,112,8/11/73,777000,Comedy ;Drama ;,en,Lucasfilm ;Universal Pictures ;The Coppola Company ;,08/01/73,140000000,110,2
Robin Hood,01:19:36,79,,15000000,Animation; Family,en,Walt Disney Productions,11/08/73,32056467,83,-4
The Sting,02:09:11,129,12/25/73,5500000,Comedy ;Crime ;Drama ;,en,Universal Pictures ;,12/25/73,159616327,129,0
The Exorcist,02:12:13,132,,8000000,Drama ;Horror ;Thriller ;,en,Warner Bros ;Hoya Productions ;,12/26/73,441306145,122,10
The Conversation,01:48:31,108,4/7/74,1600000,Crime ;Drama ;Mystery ;,en,Paramount Pictures ;The Coppola Company ;The Directors Company ;,04/07/74,4420000,113,-5
Chinatown,02:03:22,123,,6000000,Crime ;Drama ;Mystery ;Thriller ;,en,Paramount Pictures ;Penthouse ;Long Road Productions ;,06/20/74,30000000,130,-7
Where the Red Fern Grows,01:24:18,84,,0,Drama ;Family ;,en,Doty ;Dayton Production ;,06/21/74,0,97,-13
Gone in 60 Seconds,01:54:01,114,,0,Action ;Crime ;Drama ;Thriller ;,en,Halicki Productions ;,07/28/74,0,105,9
Alice Doesn't Live Here Anymore,01:52:04,112,,0,Drama ;Romance ;,en,Warner Bros ;,12/09/74,0,112,0
The Godfather: Part II,03:22:06,202,,13000000,Drama ;Crime ;,en,Paramount Pictures ;The Coppola Company ;,12/20/74,47542841,200,2
French Connection II,01:54:19,114,,0,Action ;Crime ;Drama ;Thriller ;,en,Twentieth Century Fox Film Corporation ;,05/18/75,12484444,119,-5
The Eiger Sanction,02:08:24,128,8/22/75,0,Action ;Adventure ;Crime ;Drama ;Mystery ;Thriller ;,en,Universal Pictures ;Malpaso Productions ;Jennings Lang ;,05/21/75,14200000,123,5
Posse,01:28:28,88,,0,Western ;,en,Bryna Productions; Zeeuwse Maatschappij N.V.,06/04/75,0,92,-4
Nashville,02:33:13,153,,2200000,Drama ;Music ;,en,Paramount Pictures ;American Broadcasting Company  ;ABC ;ABC Entertainment ;,06/11/75,0,159,-6
Jaws,02:03:52,123,,7000000,Horror ;Thriller ;Adventure ;,en,Universal Pictures ;Zanuck ;Brown Productions ;,06/18/75,470654000,124,-1
Dog Day Afternoon,02:04:39,124,,1800000,Crime ;Drama ;Thriller ;,en,Artists Entertainment Complex ;Warner Bros ;,08/11/75,46665856,125,-1
All the President's Men,02:17:31,137,,8500000,Drama ;History ;Mystery ;Thriller ;,en,Wildwood Enterprises ;Warner Bros ;,04/04/76,70600000,138,-1
Midway,02:11:27,131,6/18/76,0,Action ;Drama ;History ;War ;,en,Universal Pictures ;The Mirisch Corporation ;,06/18/76,0,132,-1
Logan's Run,01:55:42,115,,9000000,Adventure ;Action ;Romance ;Science ;Fiction ;,en,Metro ;Goldwyn ;Mayer  ;MGM ;,06/23/76,25000000,119,-4
The Last Tycoon,01:54:05,114,,0,Drama ;Romance ;,en,Paramount Pictures ;Academy Pictures Corporation ;,11/18/76,0,123,-9
Black Sunday,02:17:14,137,,0,Action ;Drama ;Thriller ;,en,Paramount Pictures ;,03/11/77,0,143,-6
Airport '77,01:53:17,113,,6000000,Action ;Adventure ;Drama ;Thriller ;,en,Universal Pictures ;,03/11/77,30000000,114,-1
Bobby Deerfield,01:59:08,119,,0,Drama ;Romance ;,en,Columbia Pictures Corporation ;First Artists ;Warner Bros ;,09/27/77,0,124,-5
Close Encounters of the Third Kind,02:11:01,131,,20000000,Science ;Fiction ;Drama ;,en,Columbia Pictures Corporation ;EMI Films ;Julia Phillips and Michael Phillips Productions ;,11/16/77,303788635,135,-4
The Gauntlet,01:49:11,109,,0,Drama ; Action ; Crime ;  Thriller,en,Malpaso Productions ; Warner Bros ;,12/21/77,26414658,109,0
Up in Smoke,01:19:59,79,,0,Comedy ;,en,Paramount Pictures ;,01/01/78,41590893,86,-7
Jaws 2,01:55:58,115,6/16/78,20000000,Horror ;Thriller ;,en,Universal Pictures ;,06/16/78,187884007,116,-1
Grease,01:45:57,105,,6000000,Romance ;,en,Paramount Pictures ;Robert Stigwood Organization  ;RSO ;,07/07/78,181813770,110,-5
Bloodline,01:48:33,108,,0,Crime ;Thriller ;,en,,01/01/79,0,116,-8
Prophecy,01:38:18,98,,12000000,Horror ;Science ;Fiction ;,en,Paramount Pictures ;,01/01/79,54000000,102,-4
Winter Kills,01:27:31,87,5/11/79,0,Drama ;Thriller ;,en,Winter Gold Productions ;,05/11/79,0,97,-10
Alien,01:50:47,110,,11000000,Horror ;Action ;Thriller ;Science ;Fiction ;,en,Twentieth Century Fox Film Corporation ;Brandywine Productions ;,05/25/79,104931801,117,-7
The In-Laws,01:42:45,102,,9000000,Action ;Adventure ;Comedy ;,en,Warner Bros ;,06/15/79,38200000,103,-1
Apocalypse Now,02:33:47,153,,31500000,Drama ;War ;,en,United Artists ;Zoetrope Studios ;,08/15/79,89460381,153,0
Star Trek: The Motion Picture,02:10:02,130,,35000000,Science ;Fiction ;Adventure ;Mystery ;,en,Paramount Pictures ;,12/06/79,139000000,132,-2
Kramer vs. Kramer,01:43:52,103,,8000000,Drama ;,en,Columbia Pictures ;,12/18/79,106260000,105,-2
Permanent Vacation,01:14:34,74,,0,Drama ;,en,Cinesthesia Productions ;,01/01/80,0,75,-1
Tom Horn,01:37:32,97,,0,Action ;Drama ;Western ;,en,Solar Productions ;First Artists ;Warner Bros ;,03/28/80,0,94,3
The Shining,02:19:17,139,,19000000,Horror ;Thriller ;,en,Hawk Films ;Warner Bros ;Peregrine ;,05/22/80,44017374,144,-5
The Gong Show Movie,01:28:45,88,5/23/80,0,Comedy ;,en,Universal Pictures ;Chuck Barris Productions ;,05/23/80,0,89,-1
Urban Cowboy,02:08:41,128,,0,Drama ;Romance ;,en,Paramount Pictures ;,06/06/80,0,132,-4
The Blues Brothers,02:12:30,132,,27000000,Music ;Comedy ;Action ;Crime ;,en,Universal Pictures ;,06/17/80,115229890,133,-1
Caddyshack,01:23:10,83,,6000000,Comedy ;,en,Orion Pictures ;Warner Bros ;,07/25/80,39846344,98,-15
Somewhere in Time,01:43:29,103,,5100000,Science ;Fiction ;Drama ;Fantasy ;Romance ;,en,Rastar Pictures ;,10/02/80,0,103,0
The First Deadly Sin,01:47:18,107,,0,Crime ;Drama ;Mystery ;Thriller ;,en,Artanis Productions Inc ;,10/03/80,0,112,-5
Excalibur,02:16:20,136,,11000000,Fantasy ;Adventure ;,en,Orion Pictures ;Warner Bros ;,04/10/81,34967437,140,-4
Friday the 13th Part 2,01:22:27,82,,1250000,Horror ;Thriller ;,en,Paramount Pictures ;Georgetown Productions ;Inc ;,05/01/81,21722776,87,-5
Wolfen,01:49:21,109,,17000000,Drama ;Horror ;,en,Orion Pictures Corporation ;King ;Hitzig Productions ;,07/24/81,10626725,115,-6
Student Bodies,01:25:27,85,,0,Comedy ;Horror ;Mystery ;,en,Paramount Pictures ;,08/07/81,0,86,-1
On Golden Pond,01:49:14,109,,0,Drama ;,en,Universal Pictures ;,12/04/81,19255967,109,0
Star Trek II: The Wrath of Khan,01:53:02,113,,12000000,Action ;Adventure ;Science ;Fiction ;Thriller ;,en,Paramount Pictures ;,06/03/82,96800000,113,0
Blade Runner,01:56:25,116,,28000000,Science ;Fiction ;Drama ;Thriller ;,en,Shaw Brothers ;Warner Bros ;The Ladd Company ;,06/25/82,33139618,117,-1
White Dog,01:26:21,86,,8000000,Horror ;Drama ;Thriller ;,en,Paramount Pictures ;,07/07/82,0,90,-4
Fast Times at Ridgemont High,01:24:51,84,,4500000,Comedy ;,en,Universal Pictures ;Refugee Films ;,08/13/82,27092880,90,-6
Friday the 13th Part III,01:30:11,90,,4000000,Horror ;Thriller ;,en,Paramount Pictures ;Jason Productions ;,08/13/82,36690067,95,-5
Creepshow,01:47:35,107,,8000000,Horror ;Comedy ;Fantasy ;,en,Warner Bros ;Creepshow Films Inc ;Laurel Entertainment Inc ;,11/12/82,21028755,120,-13
Airplane II: The Sequel,01:20:27,80,,0,Comedy ;,en,Paramount Pictures ;,12/10/82,27150534,85,-5
Jaws 3-D,01:38:27,98,,20500000,Thriller ;Horror ;,en,Universal Pictures ;Alan Landsburg Productions ;MCA  Theatricals ;,03/16/83,87987055,99,-1
Bad Boys,01:58:49,118,,0,Crime ;Drama ;Thriller ;,en,EMI Films ;,03/25/83,9190819,104,14
The Outsiders,01:54:59,114,3/25/83,10000000,Crime ;Drama ;,en,American Zoetrope ;Warner Bros ;,03/25/83,33697647,91,23
Staying Alive,01:32:23,92,,22000000,Drama ;Action ;Music ;Romance ;,en,Paramount Pictures ;,07/11/83,64892670,93,-1
National Lampoon's Vacation,01:37:57,97,7/29/83,15000000,Comedy ;Adventure ;Romance ;,en,Warner Bros ;,07/28/83,61399552,98,-1
Cujo,01:28:59,88,,5000000,Horror ;Thriller ;,en,TAFT Entertainment Pictures ;Sunn Classic Pictures ;,08/10/83,21200000,91,-3
Hercules,01:29:02,89,,0,Action ;Adventure ;Fantasy ;,en,Cannon Group ;Metro ;Goldwyn ;Mayer  ;MGM ;Golan ;Globus Productions ;Cannon Italia Srl ;,08/12/83,10676194,98,-9
The Man Who Wasn't There,01:56:01,116,,0,Fantasy ;Action ;Comedy ;Science ;Fiction ;,en,Paramount Pictures ;,08/12/83,0,111,5
Adam,01:34:48,94,8/7/09,0,Drama ;,en,,10/10/83,0,100,-6
Rumble Fish,01:33:39,93,,10000000,Action ;Adventure ;Crime ;Drama ;Romance ;,en,Universal Pictures ;,10/20/83,2494480,94,-1
The Dead Zone,01:43:01,103,,10000000,Drama ;Science ;Fiction ;Thriller ;,en,Paramount Pictures ; Lorimar Film Entertainment ; Dino De Laurentiis Company,10/21/83,20766616,103,0
A Christmas Story,01:33:23,93,,0,Comedy ;Family ;,en,Metro ;Goldwyn ;Mayer  ;MGM ;Christmas Tree Films ;,11/18/83,19294144,94,-1
Sudden Impact,01:55:50,115,,22000000,Action ;Crime ;Thriller ;,en,Warner Bros ;,12/07/83,67642693,117,-2
Scarface,02:49:07,169,,25000000,Action ;Crime ;Drama ;Thriller ;,en,Universal Pictures ;,12/08/83,65884703,170,-1
To Be or Not to Be,01:39:17,99,,0,Comedy ;,en,Twentieth Century Fox Film Corporation ;Brooksfilms ;,12/16/83,13030214,107,-8
Love Streams,02:15:23,135,,0,Comedy ;Drama ;,en,Cannon Films ;,02/20/84,0,141,-6
Friday the 13th: The Final Chapter,01:25:04,85,,2600000,Horror ;Thriller ;,en,Paramount Pictures ;Friday Four ;Inc ;,04/13/84,32980880,91,-6
This Is Spinal Tap,01:23:08,83,null,2500000,Comedy ;Music ;,en,Spinal Tap Prod ;,05/04/84,4736202,82,1
Firestarter,01:46:40,106,9/28/84,15000000,Fantasy ;Drama ;Horror ;Action ;Thriller ;,en,Universal Pictures ;Dino De Laurentiis Company ;,05/11/84,17080167,114,-8
Indiana Jones and the Temple of Doom,01:58:27,118,,28000000,Adventure ;Action ;,en,Lucasfilm ;Paramount Pictures ;,05/23/84,333000000,118,0
Star Trek III: The Search for Spock,01:45:14,105,,18000000,Science ;Fiction ;Action ;Adventure ;Thriller ;,en,Paramount Pictures ;,05/31/84,87000000,105,0
Gremlins,01:46:14,106,,11000000,Fantasy ;Horror ;Comedy ;,en,Amblin Entertainment ;Warner Bros ;,06/07/84,153083102,106,0
Revenge of the Nerds,01:23:17,83,,0,Comedy ;,en,Twentieth Century Fox Film Corporation ;Interscope Communications ;Zacharias ;Buhai Productions ;,07/20/84,0,90,-7
Purple Rain,01:50:50,110,,7200000,Drama ;Music ;Romance ;,en,Warner Bros ;Water ;Purple Films ;,07/27/84,68392977,111,-1
The River Rat,01:28:49,88,,0,Adventure ;Crime ;Family ;Drama ;,en,Cinema Group Ventures ;,09/28/84,1142944,94,-6
Stranger Than Paradise,01:29:03,89,10/1/84,0,Comedy ;Drama ;,en,,10/01/84,0,89,0
Firstborn,01:36:09,96,,0,Drama ;,en,Paramount Pictures ;,10/26/84,0,103,-7
Falling in Love,01:42:03,102,,0,Drama ;Romance ;,en,Paramount Pictures ;,11/21/84,11129057,102,0
City Heat,01:37:26,97,,25000000,Action ;Comedy ;Crime ;,en,Warner Bros ;Deliverance Productions ;Malpaso Company ;The ;,12/05/84,38348988,93,4
Birdy,01:54:41,114,,12000000,Drama ;History ;,en,TriStar Pictures ;,12/14/84,1400000,120,-6
The Breakfast Club,01:36:59,96,,1000000,Comedy ;Drama ;,en,Universal Pictures ;Channel Productions ;M Films ;,02/15/85,51525171,97,-1
Into the Night,01:54:11,114,2/15/85,11400000,Comedy ;Drama ;Thriller ;,en,Universal Pictures ;,02/15/85,6700000,115,-1
King Solomon's Mines,01:27:54,87,,12500000,Action ;Adventure ; Comedy ;,en,Cannon Group; Golan-Globus Productions ; Cannon Productions,03/20/85,238227,100,-13
Silver City,01:26:54,86,,,Drama; ,en,,05/17/85,,101,-15
The Goonies,01:53:53,113,,19000000,Adventure ;Comedy ;Family ;,en,Amblin Entertainment ;Warner Bros ;,06/06/85,61503218,114,-1
Pale Rider,01:55:47,115,,0,Romance ;Western ;,en,Warner Bros ;Malpaso Company ;,06/28/85,41410568,115,0
Back to the Future,01:55:45,115,,19000000,Adventure ;Comedy ;Science ;Fiction ;Family ;,en,Universal Pictures ;Amblin Entertainment ;Drive Productions ;,07/03/85,381109762,116,-1
The Protector,01:27:02,87,null,0,Action ;Adventure ;Comedy ;Crime ;Drama ;,en,Golden Harvest Company ;Golden Way Films Ltd ;,07/11/85,0,91,-4
Explorers,01:49:14,109,,25000000,Adventure ;Family ;Fantasy ;Romance ;Science ;Fiction ;,en,Paramount Pictures ;,07/12/85,9873044,109,0
American Flyers,01:50:10,110,,0,Drama ;,en,Warner Bros ;WW Production ;,08/16/85,1400000,113,-3
Commando,01:31:44,91,null,10000000,Action ;Adventure ;Thriller ;,en,Twentieth Century Fox Film Corporation ;SLM Production Group ;Silver Pictures ;,10/03/85,57500000,90,1
Runaway Train,01:46:03,106,,9000000,Action ;Thriller ;,en,Cannon Group ;Golan ;Globus Productions ;Northbrook Films ;,11/15/85,7936012,111,-5
Young Sherlock Holmes,01:44:25,104,,18000000,Action ;Adventure ;Crime ;Drama ;Family ;Mystery ;Thriller ;,en,Paramount Pictures ;Amblin Entertainment ;,12/04/85,0,109,-5
The Color Purple,02:31:16,151,,15000000,Drama ;,en,Amblin Entertainment ;The Guber ;Peters Company ;Warner Bros ;,12/18/85,146292009,154,-3
Out of Africa,02:40:29,160,,31000000,Drama ;,en,Universal Pictures ;Mirage Entertainment ;,12/20/85,128499205,161,-1
Invaders from Mars,01:39:30,99,,12000000,Mystery ;Science ;Fiction ;Horror ;,en,Cannon Pictures ;,01/01/86,4884663,100,-1
My Chauffeur,01:33:06,93,,0,Comedy ;Romance ;,en,Marimark ;,01/24/86,0,97,-4
Power,01:50:46,110,,0,Drama ;,en,Lorimar Productions ;Polar Entertainment ;,01/31/86,0,111,-1
Gung Ho,01:47:28,107,,0,Comedy ;Drama ;,en,Paramount Pictures ;,03/13/86,36611610,111,-4
Cobra,01:27:04,87,,0,Action ;Crime ;Thriller ;,en,Cannon Group ;Golan ;Globus ;Warner Bros ;,03/21/86,49042224,87,0
Down by Law,01:44:06,104,,0,Crime ;Drama ;Comedy ;,en,Island Pictures ;The Criterion Collection ;Black Snake ;Grokenberger Film Produktion ;,05/01/86,0,107,-3
Fire with Fire,01:34:49,94,11/28/14,0,Drama ;Romance ;,en,Paramount Pictures ;,05/09/86,0,103,-9
Top Gun,01:48:15,108,,15000000,Action ;Romance ;War ;,en,Paramount Pictures ;,05/16/86,356830601,110,-2
Big Trouble in Little China,01:35:37,95,,25000000,Action ;Adventure ;Comedy ;Fantasy ;,en,Twentieth Century Fox Film Corporation ;TAFT Entertainment Pictures ;,05/30/86,11000000,99,-4
Ferris Bueller's Day Off,01:43:00,103,6/11/86,6000000,Comedy ;,en,Paramount Pictures ;,06/11/86,70136369,103,0
Heartburn,01:44:54,104,,0,Comedy ;Drama ;Romance ;,en,Paramount Pictures ;,07/25/86,0,108,-4
Friday the 13th Part VI: Jason Lives,01:23:34,83,,3000000,Horror ;Mystery ;Thriller ;,en,Paramount Pictures ;,08/01/86,19472057,86,-3
